"Account.length","International.plan","Voice.mail.plan","Number.vmail.messages","Total.day.minutes","Total.day.calls","Total.eve.minutes","Total.eve.calls","Total.night.minutes","Total.night.calls","Total.intl.minutes","Total.intl.calls","Customer.service.calls","Churn"
152,0,0,0,101.2,122,141.6,87,198.5,124,7.5,3,2,"0"
105,0,0,0,102.8,74,127.5,127,228.1,113,13.2,5,2,"0"
72,0,0,0,109.1,97,115.7,96,295.8,84,8.3,6,0,"0"
52,0,0,0,215.9,67,217,144,201.866098254162,130,5.2,2,1,"0"
100,0,0,0,203.4,91,128.7,97,201.866098254162,113,11,4,1,"0"
143,0,0,0,110.1,113,169,59,166.7,94,9.2,2,1,"0"
65,0,0,0,111,51,219.8,84,202,89,4.4,4,1,"0"
80,0,0,0,239.9,121,142.3,51,201.866098254162,106,9.3,5,1,"0"
43,0,0,0,215.5,134,80.8,103,196.1,79,10.8,2,1,"0"
143,0,0,0,209.1,127,106.1,80,179.6,90,14,6,0,"0"
81,0,1,24,130.1,117,196,61,139.3,123,11.4,5,0,"0"
100,0,1,24,175.8,139,155,98,180.7,64,7.8,5,2,"0"
24,0,0,0,241.9,104,145.2,112,214.5,105,6.6,5,1,"0"
74,0,0,0,136.7,106,228.6,115,265.3,114,9.8,4,0,"0"
74,0,0,0,200.4,87,200.355623332063,105,152.1,118,10,2,1,"0"
74,1,0,0,125.8,103,207.7,96,207.4,143,14.1,4,1,"1"
200,0,0,0,128.2,87,133.2,105,177.6,123,11.2,2,1,"0"
86,0,0,0,226.3,97,223,107,255.6,92,13,3,2,"0"
91,0,1,37,162.3,107,233.9,115,277.4,94,9.2,4,0,"0"
130,0,0,0,120.5,127,288.8,52,270.1,107,14.3,2,1,"0"
56,0,0,0,147.1,90,179.3,115,300.7,89,11.9,8,2,"0"
117,0,0,0,168.8,137,241.4,107,204.8,106,15.5,4,0,"0"
126,0,0,0,226.2,88,140.3,114,208.9,110,6.4,2,0,"0"
132,0,0,0,191.9,107,206.9,127,272,88,12.6,2,2,"0"
81,0,1,28,167.9,147,190.7,105,193,103,9.2,6,2,"1"
122,0,0,0,180,78,145,77,233.7,120,11.5,6,1,"0"
46,0,0,0,257.4,67,261.1,91,204.4,107,13.4,5,2,"1"
99,0,0,0,159.7,83,155.4,121,255.7,114,8.4,3,1,"0"
151,0,0,0,237.2,124,222.6,87,173.3,81,11,3,1,"0"
108,0,0,0,103,129,242.3,103,170.2,89,7.9,3,1,"0"
53,0,0,0,205.1,86,160.5,100,149.5,142,10.7,2,3,"0"
144,1,0,0,150,69,285.9,73,190.6,121,9.4,4,0,"0"
91,0,1,0,232.4,97,186,88,190.5,128,12.3,3,3,"0"
58,0,0,0,165.4,100,115.7,87,193.8,118,12.8,5,2,"0"
5,0,0,0,127.1,106,187.3,100,214,85,13.3,3,3,"0"
97,0,0,0,217.6,81,320.5,51,150.7,110,4.2,3,0,"0"
142,0,1,30,154,75,165.8,97,270,83,10.8,5,1,"0"
9,0,1,31,193.8,130,202.6,98,191.2,102,13.3,2,1,"0"
73,0,0,0,175.4,130,248.1,105,122.4,85,12.2,4,0,"0"
43,0,0,0,230.2,147,200.355623332063,121,201.866098254162,100,9.2,3,0,"0"
122,0,1,33,174.9,103,248.2,105,164.6,116,13.5,3,1,"1"
93,0,0,0,190.2,68,262.2,64,130,92,8.8,4,0,"0"
85,0,0,0,176.4,122,224.9,123,219.6,50,11.5,1,1,"0"
87,0,0,0,228.7,90,163,99,201.866098254162,90,11.8,3,1,"0"
137,0,0,0,144,100,181.6,100,128.1,93,12.3,2,0,"0"
21,0,1,31,135.9,90,271,84,179.1,89,9.5,7,2,"0"
104,0,0,0,130.5,77,131.2,100,264.7,63,13,6,0,"0"
93,0,1,21,134.2,105,162.5,128,186.6,90,11.8,2,2,"1"
63,0,0,0,278,102,266.4,114,224.1,118,13.1,4,2,"1"
161,0,0,0,105.4,70,214.8,122,201.866098254162,126,7.8,5,0,"0"
103,0,1,24,111.8,85,239.6,102,268.3,81,6.9,4,2,"0"
84,0,1,33,159.1,106,149.8,112,213.4,108,10.2141082164329,4,1,"0"
92,0,0,0,212.4,116,224.6,118,221.3,105,9,4,1,"0"
77,0,0,0,142.3,112,306.3,111,196.5,82,9.9,1,1,"0"
64,1,0,0,179.567454268293,55,249.5,79,275.4,102,13.3,9,1,"1"
159,0,1,15,113.9,110,145.3,146,195.2,137,11.8,9,1,"0"
110,1,1,27,267.9,103,263.3,74,178.1,106,8.3,2,1,"1"
138,0,0,0,171.4,117,115.2,128,224.5,100,10.2141082164329,4,3,"0"
100,0,0,0,275.4,150,187.5,62,147.1,126,13.6,3,1,"0"
38,0,1,31,197.2,118,249.9,70,298.9,104,3.9,2,0,"0"
45,0,1,26,91.7,104,150.6,100,201.866098254162,103,7.7,5,1,"0"
100,0,0,0,126.3,99,141.6,100,255.9,96,9.6,2,0,"0"
147,0,1,33,251.5,98,234.1,110,213.4,87,10.4,6,3,"0"
94,0,0,0,190.6,108,152.3,100,144.7,97,7.5,5,1,"0"
179,0,0,0,116.1,101,201.8,115,181.9,103,11.6,5,0,"0"
59,0,0,0,179.4,80,232.5,108,175.8,105,14.7,3,0,"0"
165,0,0,0,248.6,109,164.8,100,201.866098254162,100,7.9,3,0,"0"
133,0,0,0,277.3,138,228.4,117,117.3,103,12.8,4,2,"1"
140,0,0,0,125.3,84,167.6,121,260.6,119,8.4,4,1,"0"
93,0,1,0,138.1,91,167.3,72,238.9,115,6.8,3,2,"0"
64,0,1,27,201.3,101,143.8,89,150.2,127,12.3,3,1,"0"
48,0,0,0,190.4,92,317.5,85,133.4,113,8.3,4,2,"0"
181,0,0,0,143.3,91,195.5,58,223.3,95,6,7,1,"0"
168,0,1,42,97.4,57,203.6,98,173.9,100,10.2141082164329,2,2,"0"
155,0,0,0,181.4,111,167.7,92,168.5,122,11.3,3,3,"0"
59,0,0,0,143.4,130,289.4,100,194,100,9.7,6,2,"0"
182,0,0,0,104.9,111,198.5,120,258.2,91,8,5,2,"0"
102,0,0,0,114.8,125,81.9,100,304.3,101,12,4,0,"0"
122,0,0,0,232.5,96,205.5,120,213.7,91,11.9,2,0,"0"
41,0,0,0,143.6,117,152.4,108,194.4,110,8.6,3,1,"0"
132,0,0,0,176.7,132,244.1,80,176.3,120,9.1,3,2,"0"
76,0,0,8,240,94,230.3,69,170.6,101,11.4,5,1,"1"
115,0,1,33,145,72,194.5,100,242.3,138,14.2,3,2,"0"
154,0,0,0,166.9,99,154.9,97,189.4,89,7.2,5,0,"0"
100,0,0,0,142.5,87,195.4,88,122.1,117,7.8,8,2,"0"
146,1,0,0,133,65,262.8,93,214.3,128,11.2,3,1,"0"
67,0,1,28,95,94,233.4,73,159.6,114,10,2,2,"0"
161,1,0,0,68.5,106,249.4,105,254.9,100,12.9,1,1,"1"
70,0,0,0,222.8,114,215.9,113,201.866098254162,122,10.2141082164329,0,1,"0"
99,0,1,42,216,125,232.3,104,215.5,100,9.3,4,2,"1"
87,0,0,24,146.3,108,171.8,102,167.5,66,5.3,9,1,"0"
87,0,0,0,234.8,85,140.9,95,204.3,93,10.2141082164329,5,1,"0"
70,0,0,0,198.6,111,213.9,115,171.2,105,10.6,6,2,"0"
119,0,1,32,142.6,77,208.2,126,171,102,12,2,3,"0"
87,1,0,0,134.2,80,165,71,201.866098254162,102,11.6,5,0,"0"
112,0,0,0,111.9,92,114,143,201.866098254162,79,14.1,3,2,"1"
75,0,0,0,122.8,89,211.3,104,261.4,91,10.7,2,2,"0"
150,0,0,0,189.3,77,220.9,105,238.7,117,9.2,5,2,"0"
161,0,1,38,240.4,112,201.8,102,206.1,112,16.1,6,0,"0"
91,1,1,24,93.5,124,183.4,128,240.7,133,9.9,3,0,"0"
124,0,0,0,158.6,104,211.2,77,201.866098254162,104,10.2,8,3,"0"
158,0,0,0,220.9,129,242.2,108,233.3,75,6.4,5,0,"0"
102,0,0,0,144.4,87,266.5,128,217.6,59,7.1,7,0,"0"
85,0,0,0,212.3,107,228.4,103,163.3,116,7.7,3,0,"0"
100,0,0,0,147,72,165.7,102,243.2,107,10.2141082164329,9,1,"0"
139,0,1,25,96.2,112,178.9,100,182.1,84,10.2141082164329,10,2,"0"
103,0,0,0,263.4,118,215.5,79,214.7,112,10.3,2,0,"0"
98,1,0,0,179.567454268293,67,256.6,100,169.4,88,7.7,9,1,"0"
78,0,0,0,162.3,116,192.4,86,240.6,100,10.1,3,2,"0"
50,0,0,0,183.6,107,200.355623332063,107,202.6,99,8.7,3,1,"0"
86,0,1,38,123,100,133.9,119,138.2,103,13.3,4,1,"0"
92,0,0,0,179.567454268293,125,198.9,76,76.4,97,8.6,6,0,"0"
174,0,0,0,239.2,72,188.5,124,201.866098254162,116,8.8,3,1,"0"
124,0,0,0,193,97,89.8,99,201.866098254162,104,15.3,3,2,"0"
190,0,1,26,116.7,71,200.355623332063,88,175.1,103,9.9,3,1,"0"
101,0,0,0,93.8,142,150,104,201.866098254162,116,10.7,2,1,"0"
185,1,1,30,154.1,114,118.7,106,258.4,105,12.9,3,2,"0"
68,0,1,29,239.5,82,203.8,105,201.866098254162,70,9.9,6,0,"0"
117,0,1,25,216,140,224.1,69,267.9,112,11.8,4,2,"0"
118,0,0,0,187.4,97,177.8,89,233.4,97,12.2,6,1,"0"
124,0,0,0,167.4,119,233.2,143,109.6,115,10.3,5,0,"0"
22,0,0,0,160.4,108,218.1,88,192.9,115,10.2141082164329,4,1,"0"
75,0,0,0,143.2,92,209.1,142,201.866098254162,96,11.9,9,1,"0"
164,0,1,25,219.1,88,151.5,99,201.866098254162,60,14.3,6,1,"0"
100,0,0,0,232.8,106,175.2,97,212.2,77,12.5,7,2,"0"
100,0,0,0,162,81,247.5,89,155.5,99,8.9,8,0,"0"
158,0,0,0,209.9,112,221.3,100,210,93,8.2,3,1,"0"
114,0,0,0,191.5,88,175.2,100,220.3,118,10.2141082164329,0,0,"0"
64,0,1,19,291.1,150,226.7,123,219.1,67,7.5,2,1,"0"
111,0,0,0,255.9,97,204.1,129,171.3,84,12.3,5,3,"0"
60,0,0,0,252.7,91,221.1,121,201.866098254162,100,12.4,4,2,"0"
113,0,0,0,132.1,72,247.5,107,246.2,123,10.2141082164329,6,3,"0"
109,0,0,0,217,115,207,142,268,106,8.2,4,1,"0"
119,0,1,42,101.9,79,223.1,97,241.6,77,12.9,2,0,"0"
85,0,0,0,211.5,100,184.6,88,164.3,131,13.3,4,2,"0"
131,0,0,0,153.4,100,198.5,81,201.866098254162,83,10.4,3,0,"0"
59,0,0,0,166.3,95,239.3,87,123.2,108,10,3,0,"0"
148,0,0,0,185.2,87,170.4,100,165.1,104,9.5,4,1,"0"
100,0,0,0,104.6,121,221.8,71,255.1,67,6.5,8,2,"0"
106,0,0,0,274.4,120,198.6,82,160.8,62,10.2141082164329,3,1,"0"
57,0,1,29,279.9,121,223.1,109,251.7,94,13,7,1,"0"
98,0,0,8,187.2,127,160.7,88,181.8,129,5.1,4,2,"0"
157,0,0,0,276.2,95,165.8,119,151.6,79,10.2141082164329,4,3,"0"
116,0,1,0,200.4,104,272.8,89,214.5,118,7.6,4,1,"0"
30,0,0,0,162.3,96,244,122,180.1,89,9.1,4,2,"0"
111,0,0,0,176.9,128,102.8,56,201.866098254162,84,10.5,2,2,"1"
52,0,0,0,85.7,78,205.5,100,201.866098254162,124,12.2,6,0,"0"
135,0,1,28,201.4,100,246.5,70,154.8,131,12.9,4,2,"1"
86,0,0,0,190.5,115,179.6,130,258.5,89,10.1,5,3,"0"
151,0,0,0,235.9,104,220,91,212.8,116,5.8,2,3,"1"
117,0,0,0,144.6,115,258.8,121,253.2,113,7.4,9,2,"0"
82,0,0,0,101,93,155.6,104,304.4,93,13.3,2,0,"0"
152,0,0,0,206.3,117,292.8,82,201.866098254162,121,10.6,4,1,"0"
108,0,1,15,165.1,85,267,93,160.5,114,10.9,4,1,"0"
98,0,0,0,165,129,202.6,100,172.3,94,12.5,7,1,"0"
47,0,0,0,155.3,116,188.2,85,247,73,10.2141082164329,2,2,"0"
189,0,0,0,208.3,106,236.7,105,179.1,120,11.3,5,3,"0"
159,0,0,0,189.1,105,246.1,147,242,106,10.4,5,1,"1"
11,0,1,24,131.5,98,230.2,100,283.7,87,10,3,2,"0"
111,0,0,0,142.3,75,122.8,106,229.5,94,12.8,9,2,"0"
99,0,1,19,87.7,103,223,86,182.3,112,7.3,4,2,"0"
114,1,1,31,174.5,104,224.2,92,116.3,91,12.3,10,2,"0"
71,0,0,0,103.3,103,138.5,79,164.8,98,9,2,2,"0"
100,0,1,25,246.6,94,141.4,112,189.8,109,13,5,2,"0"
83,0,1,37,78.5,80,210.5,101,179.7,102,11.8,4,1,"0"
64,0,0,0,148.1,73,275.5,101,216,102,12.3,2,2,"1"
105,0,0,0,206.2,84,256.4,138,117.1,91,9,3,1,"0"
144,0,1,33,251.6,87,197.6,118,201.866098254162,109,12.2,3,2,"0"
106,1,1,26,270.3,111,199.6,90,254,133,14.4,7,1,"1"
19,0,1,34,179.8,97,224.2,97,260.9,135,11.3,5,1,"0"
46,0,0,8,139.4,81,223.7,113,173.1,77,13.6,6,1,"0"
127,0,0,8,220.2,108,188.4,124,172.7,113,11.7,3,2,"0"
9,0,1,0,214.1,108,169.2,115,189.7,117,10.1,3,1,"0"
157,0,0,0,196,74,213.4,96,196.8,81,7.9,6,1,"0"
105,0,0,0,106.4,71,240.1,83,147.7,114,5.3,4,2,"1"
31,0,0,0,177.3,129,152.8,105,162.9,92,5.1,2,0,"0"
95,0,1,32,262.2,123,165.2,82,194.3,57,10.6,5,0,"0"
132,0,0,0,193.3,106,128.3,94,162.1,119,11.6,4,2,"1"
119,0,1,24,217.2,94,138.7,52,139.3,85,11.3,4,0,"0"
16,0,0,0,209.5,89,172.8,100,94.1,102,8.8,4,1,"0"
99,0,0,0,179.567454268293,105,207.2,101,136,117,10.2141082164329,5,1,"0"
76,0,1,26,214.6,100,205.2,87,134.6,140,8.1,2,1,"1"
167,0,0,0,131.6,120,211.3,96,168.3,97,11.1,4,2,"1"
129,0,0,0,168.4,117,217.1,129,81.6,100,11.8,7,2,"0"
117,0,0,0,146.4,123,176.6,100,212.6,102,7.8,5,1,"0"
60,1,0,0,183,110,206.7,93,203.8,119,11.1,6,1,"0"
47,0,1,28,112.2,70,154.8,106,166.7,105,10.6,2,0,"0"
186,1,0,8,170.7,55,179.1,108,281.9,89,8.2,9,3,"0"
173,0,0,0,172.5,78,142.6,91,102,63,10.9,2,0,"0"
100,0,1,30,194.3,107,243.2,108,322.2,114,7.1,5,1,"0"
66,0,1,32,187.8,117,129.8,90,178.4,113,12,3,2,"0"
50,1,1,26,307.1,94,289.4,78,174.9,109,8,3,0,"0"
72,0,0,0,118.2,106,167.2,136,214.2,106,12.2,3,3,"0"
130,0,0,0,154,95,205.9,106,233.7,75,12.9,1,1,"0"
143,0,0,0,155.5,101,213.4,89,237.9,61,7.6,4,1,"0"
32,0,0,0,157.9,88,180.8,132,132.5,102,12.8,3,1,"0"
100,0,0,0,203.4,81,167.7,110,201.866098254162,124,9.2,5,2,"0"
141,0,1,39,92.8,98,271.2,115,201.866098254162,83,5.8,7,1,"0"
134,0,1,32,216.8,78,102.2,111,201.866098254162,83,8.6,2,0,"0"
13,0,0,0,193.2,89,194.4,90,186.5,104,9.7,2,2,"0"
90,0,0,0,113.2,108,189.3,63,201.866098254162,124,14.1,4,3,"0"
111,0,1,36,166.2,54,152,109,108.8,92,11.2,2,3,"0"
101,0,1,23,262.2,101,157,80,201.866098254162,100,7.3,4,1,"0"
72,0,0,0,207.8,92,195.7,110,184.8,124,13.1,4,0,"0"
67,0,1,35,245.4,89,148.2,102,274,136,7.5,6,1,"0"
172,0,0,0,287.1,108,178.4,125,311.6,106,14.4,4,3,"1"
154,0,1,32,192.3,82,165.3,134,205,74,9,1,2,"0"
69,0,0,0,194.2,122,242.1,121,215.8,107,9.7,3,2,"0"
123,0,0,0,211,92,217,102,214.8,121,9.8,7,3,"0"
130,0,1,12,141.9,92,288.4,102,195.1,101,8.7,5,0,"0"
142,0,1,26,220.5,94,239.5,126,254.3,109,5.9,9,2,"0"
72,0,1,28,175.2,106,223.5,147,245.5,69,11.2,5,0,"0"
149,0,0,0,156,56,200.355623332063,116,163.3,104,10.2141082164329,8,0,"0"
146,1,0,0,160.1,63,208.4,112,177.6,98,10.2141082164329,3,2,"0"
88,1,0,0,235.1,98,251.8,79,285.9,76,7.2,2,2,"1"
133,0,0,0,188.4,63,165.9,89,205.7,71,10.2141082164329,4,1,"0"
100,0,0,0,194.8,97,235.3,118,145.1,126,11,3,1,"0"
100,0,0,0,247.8,117,130,100,134.3,125,6.9,2,1,"0"
98,0,0,0,221.2,80,213.6,104,291.8,89,11.9,3,2,"0"
75,0,1,26,118.5,86,213.9,118,132.6,99,10.2141082164329,3,2,"0"
180,0,1,33,231.8,78,232.9,79,206.9,121,7.6,4,1,"0"
100,0,1,25,215.9,90,257.9,92,180.2,100,11.6,4,1,"0"
119,0,1,35,217.1,92,220.8,134,249.5,93,8,5,2,"0"
155,0,1,39,183.3,106,205.1,101,263.7,90,5.1,7,1,"1"
78,1,0,0,236.8,75,265.3,101,152.4,77,9.5,2,1,"1"
153,0,0,0,193.8,90,195.3,121,182.7,108,8.5,3,1,"0"
154,0,0,0,191.4,93,205.4,119,205.7,121,10.2,3,3,"0"
48,0,0,0,275.2,96,180.2,108,159,110,7.9,2,1,"0"
94,0,0,0,140.6,85,241.1,114,244.2,94,7.9,1,1,"0"
119,0,0,0,222.6,100,249.7,86,170.3,128,12.6,8,1,"0"
126,0,0,0,228.7,102,168.7,99,223.5,100,11.8,4,1,"0"
122,0,0,0,107.9,88,235.8,109,228.6,119,9.5,3,2,"0"
131,0,1,28,249.6,87,227.2,138,239.9,92,7.6,3,3,"0"
36,0,0,0,178.6,83,213.1,103,198,119,10.9,5,2,"0"
180,0,0,0,139,96,224.9,64,170.8,118,15.7,5,2,"0"
25,0,0,0,134.3,98,202.3,109,195.9,100,12.6,5,2,"0"
120,0,0,0,178.4,97,168.3,113,120.5,93,9.3,9,1,"0"
109,0,0,0,170.7,101,240.2,82,119,112,11.4,4,2,"0"
162,0,1,33,184.5,139,183.2,78,127.4,106,12.3,6,0,"0"
124,0,1,37,161.2,109,179.9,100,231.5,87,8.9,4,1,"0"
177,0,0,0,84.9,77,257.5,109,210.5,66,7.5,5,2,"0"
91,0,0,0,217.9,71,230.1,116,232.1,110,10.6,2,1,"0"
105,0,0,0,270.9,98,226.2,110,178.8,60,8.8,5,0,"1"
24,0,0,0,243,91,183.9,77,184.3,109,15.3,6,0,"1"
86,0,0,0,126.3,115,168.8,112,201.866098254162,95,9.8,7,2,"0"
91,0,0,0,159,109,255.1,142,82.4,73,10.1,4,0,"0"
147,1,1,24,219.9,118,208.5,116,201.866098254162,111,10.2141082164329,4,3,"0"
100,0,1,34,162.1,83,183.4,117,259.8,76,9.6,3,2,"1"
159,0,0,0,198.8,107,195.5,91,213.3,120,16.5,7,2,"0"
136,1,0,0,256.8,90,230.1,104,143.6,82,9.1,10,3,"0"
45,0,1,38,196.8,92,254.2,108,261.8,85,7.7,2,1,"0"
122,0,0,0,140.1,120,231.4,128,188.1,127,11.2,5,2,"0"
138,0,0,0,138.1,83,189.9,97,232.2,102,9,3,2,"0"
132,0,0,0,117.6,66,214,108,239.5,94,8.8,5,1,"0"
58,0,0,0,243.1,105,231.4,108,180.9,120,7.8,4,2,"0"
81,0,0,0,145.4,132,129.3,91,186.4,109,5.2,4,1,"0"
87,0,0,0,169.1,105,169.9,102,244.9,106,9.9,10,3,"0"
116,0,0,0,229.3,93,184.5,111,168.2,91,8.8,3,2,"0"
62,0,1,33,186.4,84,201,103,286.7,103,10.2141082164329,3,2,"1"
98,0,0,0,162.8,65,185,100,219.5,104,6,3,2,"0"
107,1,0,0,194.4,83,247.8,84,245.4,93,11.2,7,2,"0"
30,0,0,0,145,76,240.7,112,197.1,134,7.1,4,3,"0"
40,0,1,31,224.7,69,134.5,81,295.6,104,7.5,5,1,"1"
72,0,0,0,147,79,162.3,103,162.9,80,10.5,4,1,"0"
95,0,1,39,260.8,130,213.4,100,195.6,105,10.1,5,1,"0"
42,0,0,0,155.4,127,164.1,100,157.7,128,9,3,0,"0"
86,0,0,0,166.2,112,255.3,100,228.1,97,5.4,7,1,"0"
55,0,1,8,229.3,114,208.4,94,141.6,114,11,5,2,"1"
74,0,0,0,162.7,85,292,105,183.3,80,8.7,6,0,"0"
93,1,1,37,237.1,76,264.2,125,271.3,115,7.9,3,1,"0"
81,0,0,0,166.2,102,217.6,112,220.2,68,13.2,2,2,"0"
28,0,0,0,121.7,48,125.8,112,261.6,122,8.3,2,2,"1"
111,0,0,0,176.4,62,201,124,150.4,138,11.2,2,0,"0"
3,0,1,27,67.4,116,244,78,281.1,93,11.4,2,2,"0"
68,0,1,24,176,118,277.9,116,174.7,71,14.7,7,1,"0"
163,0,0,0,247.7,77,269.5,108,167.3,82,9.6,7,0,"1"
87,0,0,8,115.4,90,262.6,68,245.7,69,10.2141082164329,5,2,"0"
58,0,0,0,112.2,95,209.6,108,260.9,78,13.9,1,0,"0"
109,0,0,0,162.6,138,154,109,209.7,118,11.5,4,0,"0"
111,0,0,0,229.4,107,214.1,100,289.6,95,10.4,6,2,"0"
144,0,0,0,139.6,89,124.2,93,95.6,75,15,4,2,"0"
135,0,0,0,263.8,66,251.3,116,200.1,112,8.4,2,2,"1"
87,0,1,8,217.5,123,233.7,84,163.9,99,9,3,2,"0"
107,0,1,14,114.3,132,199.8,133,194.7,74,7.5,8,1,"0"
149,0,0,0,196.3,108,136.8,96,154.7,112,7.7,3,2,"0"
56,0,0,0,253.2,95,188,116,201.866098254162,133,4.4,4,1,"0"
129,0,0,0,98,99,139.5,62,254.8,123,10.5,4,0,"0"
92,0,0,0,249.4,118,211.5,95,169,101,9.1,3,0,"0"
67,0,1,30,129.6,107,233,104,297,93,14.5,5,1,"0"
120,0,0,0,221.3,106,267.6,98,111.5,80,9.3,7,0,"0"
76,0,0,0,203.6,61,161.7,127,175.9,97,8.4,3,0,"0"
79,0,0,0,213.6,110,234.9,121,229.6,100,8.8,3,0,"0"
143,0,1,31,181.6,112,220.7,100,236.3,121,12.9,4,2,"0"
141,0,1,22,215.4,123,328.7,98,160.5,126,7.8,6,1,"0"
46,0,0,0,194,84,175.1,83,310.7,84,10.2,2,3,"0"
137,0,0,0,115,80,137.8,83,224,61,7.3,4,3,"1"
171,0,0,0,270.5,69,230,112,136,111,9.6,5,1,"1"
10,0,0,0,222.2,127,200.355623332063,125,227.4,80,12.9,4,1,"0"
88,0,0,0,61.9,78,262.6,114,212.5,110,8.8,2,3,"0"
82,0,0,0,189.2,81,184.4,110,255.8,83,10.6,5,3,"1"
139,0,0,0,196,135,186,146,153,92,9.8,1,3,"0"
87,0,0,0,171.6,119,205,107,170.6,114,13.8,4,0,"0"
137,1,0,0,146.8,123,161.3,115,260.7,98,10.2141082164329,3,2,"0"
45,0,0,0,78.6,106,187.3,100,184.2,100,7.4,5,1,"1"
103,0,0,0,141.3,123,253.6,87,215.8,96,6.4,3,2,"0"
100,0,0,0,235.8,130,176,100,201.866098254162,122,7.3,1,2,"0"
110,0,0,0,185.1,100,165.1,88,111.6,104,6.3,4,3,"0"
124,0,0,0,254.3,113,254.3,104,201.866098254162,69,10.2141082164329,2,2,"0"
10,0,0,0,183,103,214.8,100,206.4,73,8.7,6,2,"0"
89,0,1,29,163.5,80,274.8,136,201.866098254162,147,7.5,5,2,"0"
121,0,0,0,207.9,98,210.5,96,109.6,114,7.7,2,2,"0"
101,0,0,0,248.6,102,174.9,93,207.2,86,10.2141082164329,3,3,"0"
103,0,1,31,185.4,105,197.6,126,147.1,110,14.5,4,2,"0"
51,0,0,0,197.8,60,221,64,168.6,134,8.9,5,1,"0"
2,1,0,0,132.1,100,138.9,88,192.6,119,9.1,1,2,"1"
111,0,0,0,197.1,117,227.8,128,214,101,9.3,4,0,"1"
118,0,0,0,154.6,112,184.2,105,217.4,102,12.6,5,2,"0"
17,0,1,31,153.1,115,185.9,59,224.3,103,10,1,2,"1"
130,0,0,0,211.2,119,231.1,120,220.9,106,6.3,9,2,"0"
137,0,0,0,141.1,91,147.2,100,254.7,75,8,4,2,"0"
185,0,1,29,151.1,121,244.7,88,154.4,91,13.8,2,2,"0"
101,0,0,0,209.6,107,228.8,96,172.4,85,7.6,2,3,"0"
95,0,1,32,247,109,125.6,91,226.5,90,10.5,4,3,"0"
126,0,0,0,321.3,99,167.9,93,193.6,106,8,4,1,"1"
124,0,0,0,251.5,85,214.2,98,186.1,71,11.1,6,3,"0"
97,1,0,0,236.9,107,157.6,105,241,120,7.3,2,0,"1"
28,0,0,0,159.7,79,216.7,131,206.7,116,9.3,3,2,"0"
90,1,0,0,148.2,96,220.4,111,134.2,97,9.2,1,2,"1"
190,0,0,0,150.9,86,268.6,129,179.9,100,14.7,1,1,"0"
52,0,1,0,170.9,71,201.4,80,159,124,4.1,5,2,"0"
73,0,0,0,254.7,80,90.2,99,153.4,60,10.2141082164329,8,0,"0"
98,0,0,0,200.4,100,159.6,130,167.1,88,6.8,1,2,"0"
106,1,0,0,133.7,100,187.8,107,181.9,89,10.7,2,1,"1"
111,0,0,0,224.9,117,191.9,127,229.9,97,10.3,3,0,"0"
59,0,0,0,151.8,98,209.9,92,266.9,86,11.9,5,1,"0"
118,0,1,22,141.4,107,163,105,220,99,5.6,3,2,"0"
55,0,0,0,285.7,116,230.9,120,230.7,140,14.8,7,0,"1"
44,0,0,0,58.4,121,262.2,64,159,115,11.9,5,1,"0"
136,0,1,16,90.4,105,201.3,109,227.1,115,13.1,4,0,"0"
123,0,0,0,114.4,91,216.6,123,250.6,102,11,3,0,"0"
105,0,0,0,147.7,103,222.7,78,163.5,102,12.8,3,2,"0"
50,0,1,31,302.7,93,240.5,119,193.9,103,13.6,4,2,"0"
118,0,0,0,179.567454268293,114,204.2,103,228.2,90,11.3,4,1,"0"
73,0,0,0,217.8,91,220.6,97,277.3,89,10.3,6,1,"0"
35,0,0,0,124.2,102,123.9,115,135.7,100,13.1,8,2,"0"
64,0,0,0,206.2,76,232.4,100,251.6,96,13.6,2,1,"0"
114,0,0,0,132.9,122,67,62,160.4,121,9.9,2,3,"0"
117,0,1,31,104.9,115,237.6,125,263.4,104,7.7,6,3,"0"
115,0,0,0,245,97,250.7,75,270.2,124,13.7,8,1,"1"
162,0,0,0,184.5,118,224,95,180.5,82,11.6,3,1,"0"
89,0,0,0,89.5,66,179.3,104,225.1,116,12.3,1,3,"0"
94,1,0,0,235.6,131,194.8,120,170.6,93,8.6,4,1,"0"
129,0,0,0,186,81,262.3,96,98.9,63,11.5,6,2,"0"
96,0,0,0,179.5,125,162.3,139,264.5,133,6.6,2,1,"0"
108,0,0,0,112,105,193.7,110,208.9,93,4.1,4,2,"1"
97,0,1,32,191.9,129,225.9,97,191.8,95,8.5,7,0,"0"
84,0,1,42,214.3,112,188.2,107,201.866098254162,117,11.3,10,0,"0"
65,0,0,0,245.7,139,241.9,113,232.9,101,4.2,5,2,"1"
131,0,1,0,156.6,134,71,95,261.7,120,13.4,10,1,"0"
58,1,1,8,142.8,96,272.3,100,193.4,105,8.9,4,1,"0"
54,0,0,0,116.8,119,123.1,52,201.866098254162,101,12,2,1,"0"
125,0,1,39,236.1,107,289.2,110,175.4,107,9.1,4,2,"0"
72,0,1,21,188.5,113,260.1,83,201.866098254162,118,8.2,2,2,"0"
141,0,0,0,51.9,108,162,83,223.5,115,10.1,3,3,"0"
113,0,0,0,81.3,116,220.6,124,235.7,113,8.9,3,0,"0"
20,0,1,35,171.5,98,153.1,101,165.6,125,7.1,3,2,"0"
