"","Account.length","International.plan","Voice.mail.plan","Number.vmail.messages","Total.day.minutes","Total.day.calls","Total.day.charge","Total.eve.minutes","Total.eve.calls","Total.eve.charge","Total.night.minutes","Total.night.calls","Total.night.charge","Total.intl.minutes","Total.intl.calls","Total.intl.charge","Customer.service.calls","Churn"
"1436",89,0,0,0,192.1,83,32.66,163.6,100.174979887369,13.91,169.7,100.152015355086,7.64,6.1,3,1.65,0,"0"
"1437",72,0,0,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,"0"
"1438",53,0,0,0,129.6,98,31.42,216.4,125,18.39,141.1,116,6.35,10.2141082164329,5,2.77319131832797,2,"0"
"1439",116,0,0,0,167.8,119,28.53,142,123,12.07,190.7,128,8.58,7.3,4,1.97,2,"0"
"1440",78,0,0,0,139.2,140,23.66,191.4,113,16.27,286.5,100.152015355086,12.89,11.8,3,3.19,3,"0"
"1441",56,0,0,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1.56590370955012,"0"
"1442",123,0,1,39,270.4,138,45.97,245.1,110,20.83,201.866098254162,113,4.9,15.4,7,4.16,1,"0"
"1443",116,0,1,23,253,78,43.01,138.9,100.174979887369,11.81,277.8,104,12.5,11.8,3,4.27,2,"0"
"1444",102,0,0,0,200.6,106,34.1,152.5,127,12.96,201.866098254162,128,8.97,7.7,2,2.77319131832797,3,"0"
"1445",95,0,0,0,167.6,96,28.49,176,89,14.96,250.9,113,11.29,9.2,6,3.62,2,"0"
"1446",102,0,0,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,"0"
"1447",89,0,1,25,215.1,140,36.57,197.4,100.174979887369,16.78,162.1,117,7.29,10.6,10,2.86,1,"0"
"1448",50,0,0,0,287.1,82,51.29,167.1,118,14.2,201.866098254162,89,3.25,10.5,6,2.84,1,"0"
"1449",93,0,1,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,1.56590370955012,"0"
"1450",100.896779200621,0,0,0,195.4,99,32.39,212.1,101,18.03,138.4,134,6.23,15.1,4.480805777271,4.08,1,"0"
"1451",70,0,0,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8,3,2.16,1.56590370955012,"0"
"1452",138,0,1,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,"0"
"1453",112,0,1,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,"0"
"1454",117,1,0,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,"1"
"1455",1,0,1,26,208,115,35.36,185,113,15.73,177.7,144,8,8.1,9,2.19,1,"0"
"1456",100.896779200621,0,0,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,"0"
"1457",52,0,1,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,10.2141082164329,3,1.43,2,"0"
"1458",105,0,0,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,"0"
"1459",100.896779200621,0,1,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,2,"1"
"1460",80,1,0,0,189.1,122,32.15,223.2,92,18.97,269,116,12.11,13.9,3,3.75,2,"1"
"1461",120,0,1,8.07234042553191,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,"0"
"1462",54,0,1,39,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,10.2141082164329,7,3.38,2,"0"
"1463",148,1,0,0,148.2,138,25.19,159.6,123,15.11,197.4,62,8.88,8.6,3,2.32,2,"0"
"1464",119,0,0,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,10.2141082164329,1,3.75,2,"1"
"1465",85,0,0,0,200.1,96,28.19,190,141,16.15,144,116,6.48,10.9,3,2.94,1.56590370955012,"0"
"1466",101,0,1,25,144.1,144,24.5,167.6,105,14.25,240,107,10.8,14.5,3,3.92,1,"0"
"1467",172,0,0,0,172.5,85,29.33,253.1,71,10.24,221.6,113,9.97,5.9,6,1.59,0,"0"
"1468",80,0,0,0,199.8,138,33.97,207.7,91,14.2,271.8,94,12.23,5.5,4,1.49,1,"0"
"1469",83,0,0,0,179.2,134,30.5681755725191,142.3,76,12.1,91.2,86,4.1,10.2141082164329,5,2.94,2,"0"
"1470",86,0,0,0,171.8,106,29.21,301.7,100.174979887369,17.0312157809984,139.4,108,6.27,9.7,5,2.62,1,"0"
"1471",107,0,0,0,222.3,101,37.79,286,100.174979887369,24.31,249.4,117,11.22,12.1,4,3.27,1,"1"
"1472",133,0,0,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,10.2141082164329,7,3.02,1.56590370955012,"0"
"1473",116,0,0,0,164.6,110,27.98,270.6,103,23,230.4,109,9.03963888888889,8,3,2.16,0,"0"
"1474",63,0,0,0,211.7,107,35.99,200.355623332063,77,23.09,203.3,108,9.15,7.4,7,2,0,"0"
"1475",119,1,1,16,147.2,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.77319131832797,1.56590370955012,"1"
"1476",133,1,0,0,254.7,103,43.3,252.2,80,21.44,201.866098254162,103,8.01,8,3,2.16,0,"1"
"1477",94,1,0,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,"0"
"1478",69,0,0,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,"0"
"1479",146,0,0,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,1.56590370955012,"1"
"1480",143,1,1,25,179.567454268293,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,"0"
"1481",100.896779200621,0,0,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,"0"
"1482",101,0,0,0,239,100.082348455966,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65,1,"1"
"1483",43,0,0,0,179.3,97,30.48,252.7,126,21.48,227.5,100.152015355086,10.24,8,5,2.16,2,"0"
"1484",69,0,0,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,1.56590370955012,"0"
"1485",15,1,0,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,"0"
"1486",67,0,0,0,152.5,131,30.5681755725191,252.4,107,17.0312157809984,185.4,87,8.34,4.9,3,1.32,2,"0"
"1487",99,0,0,0,145.6,102,24.75,230.9,87,19.63,181.5,100.152015355086,8.17,11.4,7,3.08,1,"0"
"1488",46,0,0,0,164.2,116,27.91,196.2,100.174979887369,16.68,201.866098254162,119,8.83,8.1,4.480805777271,2.77319131832797,1,"0"
"1489",55,1,0,0,221,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,"0"
"1490",39,0,0,0,295.4,126,50.22,232.1,117,17.0312157809984,201.866098254162,123,9.2,11.5,2,3.11,1,"1"
"1491",92,0,0,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,"0"
"1492",56,0,0,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4,1.56590370955012,"1"
"1493",76,0,0,8.07234042553191,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,10.2141082164329,2,2.08,0,"1"
"1494",132,1,1,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,"0"
"1495",51,1,1,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,"0"
"1496",27,0,0,0,236.7,80,40.24,231.9,92,17.0312157809984,164.7,85,7.41,12.7,6,3.43,1,"0"
"1497",100.896779200621,0,0,0,111.4,133,18.94,175,100.174979887369,14.88,217.2,106,9.77,5.5,6,1.49,3,"0"
"1498",105,1,1,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,"1"
"1499",117,0,0,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12,4,3.24,2,"0"
"1500",146,0,0,0,205.4,101,34.92,134.9,110,11.47,310.5,83,13.97,10.3,2,2.78,3,"0"
"1501",147,1,0,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,"0"
"1502",68,0,0,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,1.56590370955012,"0"
"1503",68,0,0,0,131.6,89,22.37,137,56,11.65,256.3,107,11.53,10.2,5,2.75,3,"0"
"1504",159,0,0,0,275.8,103,46.89,189.5,108,17.0312157809984,223.9,93,10.08,7.4,5,2,2,"1"
"1505",134,0,1,40,142.9,105,24.29,88.6,61,20.81,290,96,13.05,10.8,6,2.92,1,"0"
"1506",113,0,0,0,207.2,113,35.22,256,80,21.76,211,87,9.72,9.9,1,2.77319131832797,1,"0"
"1507",132,0,0,0,206.2,110,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,"0"
"1508",93,1,1,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1,"1"
"1509",174,0,1,33,167.8,91,28.53,205.3,100,10.94,130,64,5.85,14.5,4,3.92,1.56590370955012,"1"
"1510",61,0,0,0,197.7,118,33.61,152.2,96,12.94,221,93,9.03963888888889,7,3,2.77319131832797,2,"0"
"1511",91,0,1,39,169.8,105,28.87,65.2,116,17.0312157809984,144.4,92,6.5,10.9,4,2.94,1,"0"
"1512",88,0,1,8.07234042553191,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,"0"
"1513",88,0,1,8.07234042553191,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,"0"
"1514",182,0,0,0,69.1,114,11.75,230.3,109,17.0312157809984,256.7,105,11.55,6.5,4,1.76,0,"0"
"1515",118,0,0,0,188.8,86,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,1.56590370955012,"0"
"1516",103,0,0,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,1.56590370955012,"1"
"1517",65,0,0,0,192,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,"0"
"1518",61,0,1,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,"0"
"1519",172,0,0,0,211.7,100,35.99,198.7,69,16.89,301.7,136,13.58,6.5,9,1.76,1,"0"
"1520",72,0,0,0,88.5,103,29.84,132.3,80,11.25,201.866098254162,96,7.75,11.8,3,3.19,1.56590370955012,"0"
"1521",113,0,0,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12,11,3,2.97,2,"0"
"1522",35,0,0,0,215.5,102,36.64,190.7,100.174979887369,16.21,214.5,106,9.65,8.6,6,2.32,1,"0"
"1523",94,0,0,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,"0"
"1524",71,0,0,0,258.4,132,43.93,126.8,100.174979887369,10.78,182.4,87,8.21,9.7,8,2.77319131832797,1.56590370955012,"0"
"1525",100.896779200621,0,0,0,242.4,126,41.21,152.9,115,13,201.866098254162,115,9.2,11.8,6,3.19,1,"0"
"1526",84,0,0,0,190.2,102,26.1,197.7,141,16.8,247.5,132,9.17,9.8,6,2.65,2,"0"
"1527",39,0,0,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,"0"
"1528",110,0,0,0,188,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,"0"
"1529",102,0,0,0,103.1,70,17.53,275,94,23.38,201.866098254162,92,6.35,11.2,5,3.02,1,"0"
"1530",70,0,0,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,"0"
"1531",142,0,0,0,145.4,93,24.72,209.1,98,17.77,214,96,9.63,10.9,1,2.94,1,"0"
"1532",17,0,0,0,161.5,123,27.46,214.2,81,18.21,315,106,12.11,8.6,5,2.32,1,"0"
"1533",119,0,0,0,213.7,100.082348455966,44.22,256.5,85,21.8,229.1,89,10.31,10,2,2.7,1,"1"
"1534",108,1,1,42,130.1,90,22.12,167,128,14.2,244.7,80,6.35,13.6,5,3.67,3,"1"
"1535",90,0,0,0,68.5,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,"0"
"1536",100,0,1,33,218.7,104,37.18,155,144,14.65,99,117,4.46,12.1,4,3.27,1,"0"
"1537",155,0,1,30,128.5,86,21.85,188.4,91,17.0312157809984,201.866098254162,85,11.45,6.8,6,1.84,1.56590370955012,"0"
"1538",113,0,0,0,128.7,100,21.88,227.1,100.174979887369,19.3,178.1,135,7.14,9.2,4,2.48,2,"1"
"1539",123,0,0,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,"0"
"1540",145,0,0,0,199.2,124,33.86,126,86,10.71,289.2,135,13.01,7.6,3,2.05,1,"0"
"1541",42,0,0,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,"0"
"1542",125,0,0,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,"0"
"1543",131,0,1,30,174,118,29.58,205.3,111,17.45,218.2,90,9.82,6.7,3,1.81,1,"0"
"1544",107,0,0,0,234.8,65,39.17,257.4,80,21.88,107.3,88,11.69,8.5,3,2.3,1,"0"
"1545",96,0,0,0,198.2,73,33.69,200.6,115,17.24,146.4,73,6.59,10.2141082164329,5,1.38,1.56590370955012,"0"
"1546",76,0,0,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8,4,2.16,0,"0"
"1547",128,0,0,0,148.5,105,25.25,243,85,20.66,255.2,114,11.48,6.8,2,1.84,1,"0"
"1548",73,0,0,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.2141082164329,8,2.7,0,"0"
"1549",52,0,0,0,155,110,26.35,133.4,104,11.34,176.1,84,7.92,7,4,1.89,1.56590370955012,"1"
"1550",124,0,0,0,188.5,77,32.05,182,123,15.47,218.2,127,9.82,6.1,6,1.65,1,"0"
"1551",137,0,0,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3,0,"0"
"1552",107,0,1,30,198.9,87,33.81,200.355623332063,90,17.6,159.8,76,7.19,12.6,4,3.4,3,"1"
"1553",147,0,0,0,198.4,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,"0"
"1554",116,0,0,0,137.4,126,23.36,120,94,17.0312157809984,201.866098254162,64,5.86,12.4,2,3.35,3,"0"
"1555",60,0,1,31,211,75,32.61,267.8,135,22.76,201.866098254162,62,9.02,12.8,3,3.46,2,"0"
"1556",38,0,0,0,149,92,25.33,200.355623332063,78,17.0312157809984,201.866098254162,93,7.35,13.9,4.480805777271,3.75,0,"0"
"1557",63,0,0,0,117.1,118,30.5681755725191,249.6,90,21.22,162.2,84,7.3,11.1,4,1.78,3,"0"
"1558",94,0,0,0,108,79,18.36,241.9,100.174979887369,20.56,252.1,92,11.34,10.4,3,2.81,3,"0"
"1559",131,0,0,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,"0"
"1560",158,0,0,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11,6,2.97,1,"0"
"1561",139,0,0,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,2.77319131832797,1,"0"
"1562",140,0,0,8.07234042553191,129.6,79,22.03,246.2,92,20.93,172.1,124,7.74,9.4,10,2.92,3,"0"
"1563",52,0,1,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,"0"
"1564",103,0,0,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13,3,3.51,1.56590370955012,"0"
"1565",85,0,1,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,1.56590370955012,"0"
"1566",100.896779200621,0,0,0,141.2,132,24,149.1,90,12.67,171.4,72,7.71,7,2,1.89,2,"0"
"1567",177,0,1,27,230.2,106,39.13,190,78,16.67,215.4,108,9.69,10.4,2,2.81,1,"0"
"1568",49,1,0,0,237.8,92,40.43,208.9,119,17.76,201.866098254162,86,7.55,10.2141082164329,6,4.21,2,"1"
"1569",106,1,0,0,204,84,34.68,168.5,61,17.0312157809984,164,102,7.38,13.3,3,3.59,3,"1"
"1570",60,0,0,0,221.1,106,37.59,178.6,100.174979887369,17.0312157809984,202.7,100.152015355086,9.12,7.4,3,2.77319131832797,1,"0"
"1571",43,0,0,0,177.2,93,30.12,142.6,60,15.75,314.1,144,14.13,12.7,2,3.43,1.56590370955012,"0"
"1572",125,0,0,0,105.3,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,"0"
"1573",114,0,1,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,"0"
"1574",112,0,0,0,272.5,119,46.33,226.1,94,10.53,201.866098254162,94,7.16,16.4,5,4.43,1.56590370955012,"1"
"1575",101,0,1,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,"0"
"1576",70,0,0,0,179.567454268293,100,30.5681755725191,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,"0"
"1577",59,0,0,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,"0"
"1578",59,0,0,0,150.2,70,32.33,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,"0"
"1579",100.896779200621,0,0,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,"0"
"1580",100.896779200621,0,0,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,"0"
"1581",81,0,0,0,220.8,77,37.54,148.5,100.174979887369,12.62,183.9,100,8.28,7.6,3,2.05,2,"0"
"1582",86,0,0,0,216.3,100.082348455966,36.77,266.3,77,22.64,214,110,9.63,4.5,3,1.22,0,"0"
"1583",84,0,0,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,"0"
"1584",118,0,1,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,"0"
"1585",89,0,0,0,188,128,30.5681755725191,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,"0"
"1586",93,0,0,0,266,120,45.22,130.1,119,11.06,165.8,63,7.46,13.1,6,3.54,3,"0"
"1587",85,0,0,0,96.7,97,16.44,193.8,95,16.47,171.7,88,9.03963888888889,9.7,3,2.62,2,"0"
"1588",160,0,0,0,82.7,116,14.06,194.6,95,16.54,159,54,7.15,10.9,9,2.94,0,"0"
"1589",28,0,0,0,168.2,87,28.59,161.7,100.174979887369,13.74,192.4,112,8.66,9.5,3,2.73,3,"0"
"1590",73,0,0,0,286.4,109,48.69,178.2,67,15.15,214.2,152,10.64,10.7,4.480805777271,2.89,1,"1"
"1591",156,0,0,0,174.3,95,29.63,186.6,128,15.86,258.2,105,9.03963888888889,12.9,5,3.48,3,"0"
"1592",33,1,0,0,190.6,100.082348455966,32.4,161.7,104,13.74,189.9,136,8.55,13,6,3.51,1,"0"
"1593",77,0,0,0,175.5,86,29.84,205.1,100.174979887369,17.43,245.2,100,11.03,10.2141082164329,3,2.77319131832797,1.56590370955012,"0"
"1594",119,0,0,0,133.4,102,22.68,204.6,71,17.39,201.866098254162,103,8.86,11.1,7,3,1,"0"
"1595",91,0,1,27,204.6,96,34.78,136,93,11.56,210.5,82,9.47,6.6,2,1.78,3,"0"
"1596",102,0,0,0,242.2,88,41.17,233.2,89,19.82,188.5,77,8.48,6.2,6,2.57,3,"0"
"1597",100.896779200621,0,1,33,253.1,112,43.03,210.1,100.174979887369,17.86,95,98,4.27,11.9,4,3.21,3,"0"
"1598",82,0,0,29,130,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,"0"
"1599",89,0,0,0,105.9,151,18,189.6,100.174979887369,16.12,170.9,67,7.69,12.7,7,3.43,0,"0"
"1600",86,0,0,0,194.2,98,33.01,193.8,143,16.47,192,123,8.64,9.3,7,2.51,3,"0"
"1601",92,0,0,0,196.5,82,33.41,190,89,16.15,163.2,99,7.34,10.8,2,2.92,2,"0"
"1602",87,0,0,0,134.9,81,31.37,172,103,14.62,183.4,96,8.25,13.7,3,2.77319131832797,3,"0"
"1603",64,0,0,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,"0"
"1604",80,0,0,0,202.4,84,34.41,125.9,67,22.12,201.866098254162,112,7.98,9.6,5,2.48,3,"0"
"1605",165,0,1,39,167.4,113,28.46,172.7,94,17.0312157809984,192.6,113,8.67,9.5,4,2.57,3,"0"
"1606",153,0,1,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,4.480805777271,2.03,1,"0"
"1607",108,0,0,0,240.2,78,40.83,230.3,109,19.58,217,135,9.76,5.2,1,1.4,2,"0"
"1608",104,0,1,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3,1,"0"
"1609",115,0,0,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,"0"
"1610",87,0,0,0,205.2,106,34.88,99.5,122,8.46,201.866098254162,75,8.53,13.4,3,3.62,1,"0"
"1611",119,0,0,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,"0"
"1612",100.896779200621,0,0,0,153.7,109,26.13,255.1,105,17.0312157809984,256.1,114,11.52,14.1,6,3.81,1,"0"
"1613",93,0,0,0,179.567454268293,106,30.5681755725191,151.7,89,17.0312157809984,303.5,114,13.66,8.7,3,2.35,1,"1"
"1614",154,1,0,0,145.9,69,24.8,208.2,100.174979887369,17.7,180.9,106,8.14,14.4,10,3.89,0,"1"
"1615",57,0,1,37,201.2,76,34.2,200.355623332063,122,23.81,154.2,110,6.94,11.8,1,3.19,1,"0"
"1616",130,0,0,0,139.1,72,23.65,246,112,20.91,207.2,121,9.32,11.4,9,3.08,1.56590370955012,"0"
"1617",151,0,0,0,118.9,128,20.21,278.3,65,23.66,194.8,100.152015355086,8.77,13.2,10,3.56,2,"0"
"1618",162,0,0,0,217.6,87,36.99,279,71,23.72,250.7,65,11.28,10.4,4,2.77319131832797,2,"1"
"1619",60,0,0,0,214.6,133,24.65,209.1,92,17.77,201.866098254162,112,14.78,14.6,2,3.94,1.56590370955012,"0"
"1620",81,0,0,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.03963888888889,10.2141082164329,3,2.35,3,"0"
"1621",136,0,0,8.07234042553191,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,"1"
"1622",121,0,1,21,126.3,84,21.47,209.6,102,17.0312157809984,192.5,129,8.66,10.6,2,2.86,1,"0"
"1623",105,0,1,8,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,"0"
"1624",105,0,1,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,"0"
"1625",51,0,1,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,10.2141082164329,8,3.02,1,"0"
"1626",64,0,0,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,"0"
"1627",80,1,1,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10,10,2.7,0,"0"
"1628",56,0,0,0,222.7,133,37.86,277,89,23.55,101.8,94,4.58,13.6,4,3.67,1.56590370955012,"0"
"1629",120,0,0,0,149.2,98,25.36,193.6,88,16.46,248.9,119,9.03963888888889,11.1,5,3,1,"0"
"1630",103,0,0,0,206.5,125,35.11,180.2,113,17.0312157809984,220.6,95,9.93,12.2,4,3.29,3,"0"
"1631",164,0,1,27,159.7,102,27.15,168.8,113,14.35,244.1,116,10.98,9.6,9,2.59,3,"0"
"1632",116,0,1,27,204.7,79,34.8,209.4,100.174979887369,17.8,212.9,67,9.62,7,2,1.89,2,"0"
"1633",121,0,0,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11,7.5,4,2.03,1,"0"
"1634",183,0,0,0,116.7,100.082348455966,19.84,213.8,104,18.17,214.3,112,9.05,9.7,6,2.62,2,"0"
"1635",104,0,0,0,263.4,101,44.78,235.5,117,20.02,102,146,4.59,13,4,3.51,0,"0"
"1636",90,0,0,0,140.2,97,23.83,213.9,102,18.18,120,126,9.03963888888889,7.1,2,1.92,1,"0"
"1637",100.896779200621,0,0,8.07234042553191,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,"0"
"1638",9,0,1,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,2.77319131832797,2,"0"
"1639",97,0,0,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,"0"
"1640",127,0,1,25,203.8,118,34.65,267.1,100.174979887369,22.7,225.1,105,10.13,7.3,5,1.97,0,"0"
"1641",125,0,1,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,"0"
"1642",140,0,0,0,159.1,104,27.05,269.8,106,17.0312157809984,220.4,116,9.92,10.3,4,2.78,1,"0"
"1643",90,0,0,0,114.4,122,19.45,127.7,100.174979887369,18.62,253.1,109,11.39,10.1,5,2.73,2,"0"
"1644",67,0,0,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,10.2141082164329,3,2.48,2,"0"
"1645",113,0,0,0,186,55,31.62,237.4,105,20.18,201.866098254162,83,6.66,12.2,6,3.29,1,"0"
"1646",121,0,1,26,177.6,91,28.97,254.5,90,17.0312157809984,219.6,122,9.88,15.1,5,4.08,0,"0"
"1647",93,0,0,0,179.567454268293,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,1.56590370955012,"0"
"1648",121,0,0,0,253.4,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,"0"
"1649",53,0,0,0,261.2,119,44.4,250.8,100.174979887369,21.32,176,112,7.92,9.8,2,2.65,0,"1"
"1650",75,0,0,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,"0"
"1651",132,0,0,0,181.1,121,30.79,314.4,109,17.31,246.7,81,11.1,4.2,9,1.13,2,"0"
"1652",162,0,0,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,"0"
"1653",140,0,0,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,"0"
"1654",91,0,0,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,"0"
"1655",73,0,1,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,"0"
"1656",95,1,0,0,228.9,134,38.91,255.7,69,21.73,208,120,9.36,10.1,2,2.73,1.56590370955012,"1"
"1657",145,0,0,0,149.4,85,41.09,135.8,100.174979887369,11.54,277.6,123,12.49,13.1,3,3.54,0,"0"
"1658",100,0,0,0,131.1,108,22.29,176.2,81,14.98,89.7,105,4.04,4.3,4,1.16,1.56590370955012,"0"
"1659",122,0,0,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,"0"
"1660",109,0,0,0,200.1,72,34.02,300.9,120,25.58,236,68,10.62,11.9,7,3.21,0,"0"
"1661",82,0,0,0,154,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,"0"
"1662",65,0,1,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,"0"
"1663",52,0,0,0,148.3,83,25.21,181.6,79,17.0312157809984,155.6,104,5.23,8.3,6,2.77319131832797,3,"0"
